지점,지점명,일시,기온(°C),풍향(deg),강수량(mm),습도(%)
634,아산,2025-06-19 23:00,27.1,192.7,0,74
634,아산,2025-06-20 0:00,25.1,174.8,0.5,86
634,아산,2025-06-20 1:00,24.3,197.3,0.5,94
634,아산,2025-06-20 2:00,24.7,161.6,0.5,89
634,아산,2025-06-20 3:00,25,178,0,86
634,아산,2025-06-20 4:00,25.1,173,0,85
634,아산,2025-06-20 5:00,25,181.2,0,87
634,아산,2025-06-20 6:00,24.9,187.2,0,86
634,아산,2025-06-20 7:00,24.8,189.9,0.5,88
634,아산,2025-06-20 8:00,24.1,175.1,2.5,95
634,아산,2025-06-20 9:00,24.6,183.7,1,91
634,아산,2025-06-20 10:00,25.3,187.8,0,86
634,아산,2025-06-20 11:00,24.6,196.4,1,92
634,아산,2025-06-20 12:00,25,195.6,1,88
634,아산,2025-06-20 13:00,25.4,201.3,0,86
634,아산,2025-06-20 14:00,24,224.6,7,96
634,아산,2025-06-20 15:00,24.3,206,3,96
634,아산,2025-06-20 16:00,24.1,222.4,2,97
634,아산,2025-06-20 17:00,23.5,223.3,5,97
634,아산,2025-06-20 18:00,23.1,222.3,6.5,98
634,아산,2025-06-20 19:00,23,226.9,2.5,96
634,아산,2025-06-20 20:00,22.6,226.3,1.5,98
634,아산,2025-06-20 21:00,22.8,228.8,2.5,98
634,아산,2025-06-20 22:00,23.1,222.2,1.5,98
634,아산,2025-06-20 23:00,22.9,228.5,1,97
634,아산,2025-06-21 0:00,22.3,220.9,0,97
634,아산,2025-06-21 1:00,22,200.8,0.5,98
634,아산,2025-06-21 2:00,22.1,211.8,1,98
634,아산,2025-06-21 3:00,22,235.1,4.5,98
634,아산,2025-06-21 4:00,21.4,247.2,3,97
634,아산,2025-06-21 5:00,21.2,276.3,0,97
634,아산,2025-06-21 6:00,21.2,258.8,0,97
634,아산,2025-06-21 7:00,21,243.4,0,97
634,아산,2025-06-21 8:00,21.3,224.9,0,97
634,아산,2025-06-21 9:00,21.5,239.2,0,98
634,아산,2025-06-21 10:00,21.7,227,1,98
634,아산,2025-06-21 11:00,22.1,196.7,2.5,98
634,아산,2025-06-21 12:00,21.6,245.2,1,96
634,아산,2025-06-21 13:00,21.3,280.8,0,89
634,아산,2025-06-21 14:00,22,252.8,0,90
634,아산,2025-06-21 15:00,21.6,175.2,0,93
634,아산,2025-06-21 16:00,21.8,218.4,0,94
634,아산,2025-06-21 17:00,21.7,195.1,0.5,92
634,아산,2025-06-21 18:00,21.5,193.2,0,92
634,아산,2025-06-21 19:00,21.3,187.9,0,92
634,아산,2025-06-21 20:00,20.8,178.4,0,92
634,아산,2025-06-21 21:00,20.1,227.8,0,94
634,아산,2025-06-21 22:00,19.8,266.4,0,95
634,아산,2025-06-21 23:00,19.6,220.3,0,95
634,아산,2025-06-22 0:00,19.1,247.7,0,96
634,아산,2025-06-22 1:00,18.8,0,0,97
634,아산,2025-06-22 2:00,18.4,194.5,0,96
634,아산,2025-06-22 3:00,18,181.8,0,96
634,아산,2025-06-22 4:00,17.7,0,0,96
634,아산,2025-06-22 5:00,17.5,167.4,0,97
634,아산,2025-06-22 6:00,17.4,166.7,0,97
634,아산,2025-06-22 7:00,18.7,175.7,0,94
634,아산,2025-06-22 8:00,21.4,222.8,0,85
634,아산,2025-06-22 9:00,22.6,221.5,0,72
634,아산,2025-06-22 10:00,24.8,220.2,0,61
634,아산,2025-06-22 11:00,25.9,205.2,0,55
634,아산,2025-06-22 12:00,27.8,229.3,0,54
634,아산,2025-06-22 13:00,28.8,249.7,0,49
634,아산,2025-06-22 14:00,27.4,346.4,0,57
634,아산,2025-06-22 15:00,26.9,68.3,0,60
634,아산,2025-06-22 16:00,26.8,50.1,0,64
634,아산,2025-06-22 17:00,28,318.3,0,60
634,아산,2025-06-22 18:00,26.6,26.3,0,67
634,아산,2025-06-22 19:00,26,277.6,0,63
634,아산,2025-06-22 20:00,23.2,273.6,0,74
634,아산,2025-06-22 21:00,21.4,0,0,78
634,아산,2025-06-22 22:00,20.5,189.2,0,86
634,아산,2025-06-22 23:00,19.5,224.8,0,88
634,아산,2025-06-23 0:00,19.3,216.9,0,86
634,아산,2025-06-23 1:00,18.3,202.5,0,89
634,아산,2025-06-23 2:00,17.8,209.8,0,91
634,아산,2025-06-23 3:00,17.1,221.8,0,92
634,아산,2025-06-23 4:00,17.2,203.6,0,95
634,아산,2025-06-23 5:00,17,162.8,0,96
634,아산,2025-06-23 6:00,16.9,180.2,0,96
634,아산,2025-06-23 7:00,18.1,198.6,0,90
634,아산,2025-06-23 8:00,20.2,208,0,79
634,아산,2025-06-23 9:00,22.6,206.3,0,69
634,아산,2025-06-23 10:00,24.7,226.3,0,66
634,아산,2025-06-23 11:00,25.6,355.7,0,62
634,아산,2025-06-23 12:00,27.5,305.9,0,51
634,아산,2025-06-23 13:00,28.7,354.2,0,49
634,아산,2025-06-23 14:00,29.9,314.1,0,46
634,아산,2025-06-23 15:00,30.2,348.6,0,43
634,아산,2025-06-23 16:00,29.6,28.4,0,48
634,아산,2025-06-23 17:00,28.1,64.5,0,58
634,아산,2025-06-23 18:00,27.2,47.4,0,61
634,아산,2025-06-23 19:00,26.3,41.5,0,67
634,아산,2025-06-23 20:00,25.4,8.4,0,70
634,아산,2025-06-23 21:00,24.5,0,0,74
634,아산,2025-06-23 22:00,23.2,0,0,78
634,아산,2025-06-23 23:00,22.7,0,0,80
634,아산,2025-06-24 0:00,22.6,43.5,0,81
634,아산,2025-06-24 1:00,22,0,0,83
634,아산,2025-06-24 2:00,21.9,109.8,0,81
634,아산,2025-06-24 3:00,21.9,30.6,0,83
634,아산,2025-06-24 4:00,21.1,218.6,0,89
634,아산,2025-06-24 5:00,21.5,0,0,90
634,아산,2025-06-24 6:00,21.8,0,0,89
634,아산,2025-06-24 7:00,24.4,105,0,61
634,아산,2025-06-24 8:00,24.7,69.3,0,70
634,아산,2025-06-24 9:00,25.4,57.5,0,58
634,아산,2025-06-24 10:00,27.3,99.5,0,55
634,아산,2025-06-24 11:00,27.1,76.9,0,56
634,아산,2025-06-24 12:00,27.2,54.9,0,58
634,아산,2025-06-24 13:00,28.4,96.1,0,50
634,아산,2025-06-24 14:00,28.1,90.5,0,52
634,아산,2025-06-24 15:00,27.4,99.9,0,54
634,아산,2025-06-24 16:00,27,98.3,0,55
634,아산,2025-06-24 17:00,25.7,142.5,0,61
634,아산,2025-06-24 18:00,22.5,135.3,0,81
634,아산,2025-06-24 19:00,19.6,135.4,1,92
634,아산,2025-06-24 20:00,19.7,91.1,1.5,92
634,아산,2025-06-24 21:00,20.2,80.9,0,92
634,아산,2025-06-24 22:00,20.2,107.2,0,90
634,아산,2025-06-24 23:00,20.2,82,0,89
634,아산,2025-06-25 0:00,20.3,106,0,86
634,아산,2025-06-25 1:00,20.5,81.2,0,86
634,아산,2025-06-25 2:00,20.4,121.3,0,88
634,아산,2025-06-25 3:00,20.4,69,0,88
634,아산,2025-06-25 4:00,20.5,118.5,0,88
634,아산,2025-06-25 5:00,21,100.1,0,84
634,아산,2025-06-25 6:00,20.9,121.8,0,85
634,아산,2025-06-25 7:00,20.7,149.4,0,89
634,아산,2025-06-25 8:00,21.5,165.1,0.5,85
634,아산,2025-06-25 9:00,21.7,143.4,0,86
634,아산,2025-06-25 10:00,21.3,179.4,0,86
634,아산,2025-06-25 11:00,21,126.7,0.5,93
634,아산,2025-06-25 12:00,21.6,154.4,0.5,92
634,아산,2025-06-25 13:00,22,155.2,0,87
634,아산,2025-06-25 14:00,21.1,184.6,1.5,95
634,아산,2025-06-25 15:00,21.6,207,1,96
634,아산,2025-06-25 16:00,20.5,207.3,0,95
634,아산,2025-06-25 17:00,20.5,218.8,0,95
634,아산,2025-06-25 18:00,20.4,223.8,0,93
634,아산,2025-06-25 19:00,20.2,226.2,0,92
634,아산,2025-06-25 20:00,20.1,221.5,0,93
634,아산,2025-06-25 21:00,20.1,222,0,92
634,아산,2025-06-25 22:00,20.1,225.9,0,93
634,아산,2025-06-25 23:00,20,228.6,0,93
634,아산,2025-06-26 0:00,20,219.8,0,94
634,아산,2025-06-26 1:00,20,212.4,0,93
634,아산,2025-06-26 2:00,19.9,212.1,0,93
634,아산,2025-06-26 3:00,19.8,221.6,0,94
634,아산,2025-06-26 4:00,19.7,220.9,0,94
634,아산,2025-06-26 5:00,19.8,214.6,0,94
634,아산,2025-06-26 6:00,19.9,265.4,0,91
634,아산,2025-06-26 7:00,20.3,243.9,0,91
634,아산,2025-06-26 8:00,20.7,221.3,0,88
634,아산,2025-06-26 9:00,21.6,230,0,87
634,아산,2025-06-26 10:00,22.7,218,0,80
634,아산,2025-06-26 11:00,24,227.3,0,76
634,아산,2025-06-26 12:00,24.8,226.8,0,72
634,아산,2025-06-26 13:00,23.1,329.9,0,79
634,아산,2025-06-26 14:00,23.5,22.3,0,79
634,아산,2025-06-26 15:00,25.2,51.4,0,70
634,아산,2025-06-26 16:00,25.9,37.2,0,67
634,아산,2025-06-26 17:00,26,343.2,0,66
634,아산,2025-06-26 18:00,25.1,13,0,72
634,아산,2025-06-26 19:00,23.3,312.2,0,77
634,아산,2025-06-26 20:00,22.9,33,0,81
634,아산,2025-06-26 21:00,22.1,358.5,0,82
634,아산,2025-06-26 22:00,21.4,44.5,0,87
634,아산,2025-06-26 23:00,20.8,38.7,0,88
634,아산,2025-06-27 0:00,20.7,41.5,0,89
634,아산,2025-06-27 1:00,20.4,34.8,0,91
634,아산,2025-06-27 2:00,20.6,352.6,0,90
634,아산,2025-06-27 3:00,20.5,0,0,91
634,아산,2025-06-27 4:00,20.4,174,0,93
634,아산,2025-06-27 5:00,20.5,0,0,94
634,아산,2025-06-27 6:00,20.8,0,0,92
634,아산,2025-06-27 7:00,21.2,167,0,91
634,아산,2025-06-27 8:00,22,0,0,85
634,아산,2025-06-27 9:00,23.4,204,0,78
634,아산,2025-06-27 10:00,24.5,226.2,0,76
634,아산,2025-06-27 11:00,25.8,132,0,70
634,아산,2025-06-27 12:00,26.4,34.6,0,68
634,아산,2025-06-27 13:00,27,146.6,0,68
634,아산,2025-06-27 14:00,29.1,141.8,0,58
634,아산,2025-06-27 15:00,29.6,99.4,0,59
634,아산,2025-06-27 16:00,29.9,139.2,0,61
634,아산,2025-06-27 17:00,30.5,226.5,0,61
634,아산,2025-06-27 18:00,29.9,164.1,0,62
634,아산,2025-06-27 19:00,29.2,129.6,0,66
634,아산,2025-06-27 20:00,27.3,0,0,74
634,아산,2025-06-27 21:00,26.5,160.9,0,76
634,아산,2025-06-27 22:00,26.3,40.4,0,79
634,아산,2025-06-27 23:00,24.1,39.8,0,82
634,아산,2025-06-28 0:00,24.6,54,0,82
634,아산,2025-06-28 1:00,24.4,0,0,86
634,아산,2025-06-28 2:00,24.5,162.6,0,83
634,아산,2025-06-28 3:00,24,174.1,0,88
634,아산,2025-06-28 4:00,24.3,130.4,0,86
634,아산,2025-06-28 5:00,24,0,0,91
634,아산,2025-06-28 6:00,24,152,0,91
634,아산,2025-06-28 7:00,24.6,165.1,0,90
634,아산,2025-06-28 8:00,25.3,149.3,0,86
634,아산,2025-06-28 9:00,26.2,152.1,0,82
634,아산,2025-06-28 10:00,27.3,167.7,0,78
634,아산,2025-06-28 11:00,28.1,221,0,77
634,아산,2025-06-28 12:00,28.5,225.6,0,77
634,아산,2025-06-28 13:00,29.5,224.7,0,74
634,아산,2025-06-28 14:00,30,213.4,0,72
634,아산,2025-06-28 15:00,30.4,224.6,0,71
634,아산,2025-06-28 16:00,29.8,263.9,0,72
634,아산,2025-06-28 17:00,28.2,15.6,0,75
634,아산,2025-06-28 18:00,28.2,241.9,0,79
634,아산,2025-06-28 19:00,26.9,231.3,0,84
634,아산,2025-06-28 20:00,25.8,219.6,0,89
634,아산,2025-06-28 21:00,25.1,219.4,0,93
634,아산,2025-06-28 22:00,24.8,204.7,0,93
634,아산,2025-06-28 23:00,24.4,226.9,0,95
634,아산,2025-06-29 0:00,24.3,216.5,0,95
634,아산,2025-06-29 1:00,24.3,232.8,0,95
634,아산,2025-06-29 2:00,24.4,245.6,0,95
634,아산,2025-06-29 3:00,24.5,210.5,0,95
634,아산,2025-06-29 4:00,24.4,190.6,0,93
634,아산,2025-06-29 5:00,24.3,221.3,0,91
634,아산,2025-06-29 6:00,24.2,188.4,0,92
634,아산,2025-06-29 7:00,25.3,150,0,84
634,아산,2025-06-29 8:00,25.9,172.9,0,80
634,아산,2025-06-29 9:00,27.7,212.2,0,74
634,아산,2025-06-29 10:00,28.3,187.5,0,73
634,아산,2025-06-29 11:00,29.9,200.4,0,67
634,아산,2025-06-29 12:00,30.7,224.6,0,62
634,아산,2025-06-29 13:00,32.5,225.1,0,58
634,아산,2025-06-29 14:00,33,229,0,57
634,아산,2025-06-29 15:00,32.9,231.4,0,61
634,아산,2025-06-29 16:00,32.7,234.8,0,59
634,아산,2025-06-29 17:00,31.3,232.3,0,63
634,아산,2025-06-29 18:00,30.8,231.6,0,65
634,아산,2025-06-29 19:00,29.2,226.5,0,70
634,아산,2025-06-29 20:00,26.7,238.8,0,82
634,아산,2025-06-29 21:00,26,230.7,0,85
634,아산,2025-06-29 22:00,25.7,163.5,0,86
634,아산,2025-06-29 23:00,25.7,278.7,0,87
634,아산,2025-06-30 0:00,24.9,0,0,90
634,아산,2025-06-30 1:00,25.1,165.5,0,89
634,아산,2025-06-30 2:00,24.6,137,0,91
634,아산,2025-06-30 3:00,23.9,0,0,93
634,아산,2025-06-30 4:00,24.1,0,0,92
634,아산,2025-06-30 5:00,24,129.9,0,91
634,아산,2025-06-30 6:00,24,150.3,0,91
634,아산,2025-06-30 7:00,25.9,161,0,84
634,아산,2025-06-30 8:00,27.7,154.3,0,78
634,아산,2025-06-30 9:00,29.8,229,0,70
634,아산,2025-06-30 10:00,30.3,226.6,0,65
634,아산,2025-06-30 11:00,32.5,231,0,59
634,아산,2025-06-30 12:00,31.8,237,0,60
634,아산,2025-06-30 13:00,33.5,237.7,0,60
634,아산,2025-06-30 14:00,33.6,245.9,0,57
634,아산,2025-06-30 15:00,33,237.9,0,58
634,아산,2025-06-30 16:00,33.1,237.5,0,59
634,아산,2025-06-30 17:00,32.7,233.6,0,58
634,아산,2025-06-30 18:00,31.9,229.5,0,63
634,아산,2025-06-30 19:00,29.8,226.4,0,70
634,아산,2025-06-30 20:00,27.3,230.6,0,79
634,아산,2025-06-30 21:00,26.2,193.8,0,84
634,아산,2025-06-30 22:00,26,219,0,86
634,아산,2025-06-30 23:00,25.4,209.2,0,88
634,아산,2025-07-01 0:00,25,208.3,0,89
634,아산,2025-07-01 1:00,24.8,206.7,0,89
634,아산,2025-07-01 2:00,24.8,198,0,88
634,아산,2025-07-01 3:00,24.6,198.4,0,88
634,아산,2025-07-01 4:00,24.7,180.9,0,87
634,아산,2025-07-01 5:00,25.2,198,0,87
634,아산,2025-07-01 6:00,24.7,199.5,0,91
634,아산,2025-07-01 7:00,25.9,188.5,0,86
634,아산,2025-07-01 8:00,26.7,184.7,0,85
634,아산,2025-07-01 9:00,27.2,179.2,0,84
634,아산,2025-07-01 10:00,29.4,213.6,0,81
634,아산,2025-07-01 11:00,28.9,234.2,0,86
634,아산,2025-07-01 12:00,28.3,224,3,96
634,아산,2025-07-01 13:00,31.1,235.8,0,81
634,아산,2025-07-01 14:00,32.8,238.4,0,70
634,아산,2025-07-01 15:00,34.3,240.7,0,65
634,아산,2025-07-01 16:00,33.9,242.7,0,65
634,아산,2025-07-01 17:00,31.9,249.9,0,69
634,아산,2025-07-01 18:00,32.1,245.3,0,69
634,아산,2025-07-01 19:00,30.3,246.1,0,74
634,아산,2025-07-01 20:00,27.5,237.9,0,83
634,아산,2025-07-01 21:00,26.7,240.2,0,88
634,아산,2025-07-01 22:00,26.2,196.1,0,93
634,아산,2025-07-01 23:00,25.6,215.6,0,93
634,아산,2025-07-02 0:00,25.5,191.3,0,93
634,아산,2025-07-02 1:00,25.2,198.5,0,95
634,아산,2025-07-02 2:00,24.9,196.5,0,94
634,아산,2025-07-02 3:00,25.5,176.7,0,93
634,아산,2025-07-02 4:00,25.5,158.3,0,91
634,아산,2025-07-02 5:00,25.3,160,0,90
634,아산,2025-07-02 6:00,25.9,151.9,0,87
634,아산,2025-07-02 7:00,26.6,155.6,0,86
634,아산,2025-07-02 8:00,27.7,188.6,0,83
634,아산,2025-07-02 9:00,29.4,219.8,0,77
634,아산,2025-07-02 10:00,30.8,220.7,0,71
634,아산,2025-07-02 11:00,31.7,227.3,0,68
634,아산,2025-07-02 12:00,33.7,225.4,0,63
634,아산,2025-07-02 13:00,34.1,215.5,0,63
634,아산,2025-07-02 14:00,33.2,225.3,0,65
634,아산,2025-07-02 15:00,32.7,217.3,0,64
634,아산,2025-07-02 16:00,31.8,220.7,0,69
634,아산,2025-07-02 17:00,33.1,206.2,0,66
634,아산,2025-07-02 18:00,30.9,230.3,0,71
634,아산,2025-07-02 19:00,30,222.2,0,74
634,아산,2025-07-02 20:00,27.8,216.2,0,83
634,아산,2025-07-02 21:00,26.8,208.6,0,85
634,아산,2025-07-02 22:00,25.9,204.8,0,89
634,아산,2025-07-02 23:00,25.7,174.1,0,89
634,아산,2025-07-03 0:00,25.3,202.1,0,92
634,아산,2025-07-03 1:00,25.3,217.4,0,92
634,아산,2025-07-03 2:00,25.1,202.2,0,93
634,아산,2025-07-03 3:00,25.1,189.6,0,89
634,아산,2025-07-03 4:00,24.6,198.6,0,93
634,아산,2025-07-03 5:00,24.4,0,0,93
634,아산,2025-07-03 6:00,24.8,194.9,0,91
634,아산,2025-07-03 7:00,25.5,183,0,85
634,아산,2025-07-03 8:00,26.3,216.4,0,84
634,아산,2025-07-03 9:00,28,198.8,0,76
634,아산,2025-07-03 10:00,29.8,238.8,0,67
634,아산,2025-07-03 11:00,31.1,233.8,0,63
634,아산,2025-07-03 12:00,31.9,238.1,0,60
634,아산,2025-07-03 13:00,32.9,238.9,0,58
634,아산,2025-07-03 14:00,33.3,241.6,0,59
634,아산,2025-07-03 15:00,33.9,234.6,0,58
634,아산,2025-07-03 16:00,33.5,246.7,0,56
634,아산,2025-07-03 17:00,33.3,244.3,0,58
634,아산,2025-07-03 18:00,31.5,244.1,0,61
634,아산,2025-07-03 19:00,29.6,250.2,0,68
634,아산,2025-07-03 20:00,26.6,247,0,82
634,아산,2025-07-03 21:00,25.7,230.1,0,86
634,아산,2025-07-03 22:00,25.2,222.9,0,90
634,아산,2025-07-03 23:00,25.4,216.2,0,90
634,아산,2025-07-04 0:00,25.2,214.9,0,90
634,아산,2025-07-04 1:00,24.8,213.5,0,92
634,아산,2025-07-04 2:00,24.2,183,0,93
634,아산,2025-07-04 3:00,24.2,182.1,0,89
634,아산,2025-07-04 4:00,24.5,140.4,0,85
634,아산,2025-07-04 5:00,24.3,176.4,0,87
634,아산,2025-07-04 6:00,24.6,155.7,0,86
634,아산,2025-07-04 7:00,25,152.3,0,83
634,아산,2025-07-04 8:00,26.1,176.7,0,83
634,아산,2025-07-04 9:00,27.7,216.3,0,74
634,아산,2025-07-04 10:00,29.1,214.6,0,71
634,아산,2025-07-04 11:00,29.8,219.7,0,70
634,아산,2025-07-04 12:00,29.4,216.7,0,73
634,아산,2025-07-04 13:00,29.3,208.6,0,70
634,아산,2025-07-04 14:00,29.5,212.9,0,70
634,아산,2025-07-04 15:00,30.8,214.2,0,67
634,아산,2025-07-04 16:00,31.2,214.7,0,66
634,아산,2025-07-04 17:00,29.5,219.2,0,70
634,아산,2025-07-04 18:00,29.1,214.3,0,72
634,아산,2025-07-04 19:00,27.9,215.9,0,76
634,아산,2025-07-04 20:00,26.8,209.9,0,81
634,아산,2025-07-04 21:00,26.3,215.1,0,84
634,아산,2025-07-04 22:00,25.9,210.2,0,87
634,아산,2025-07-04 23:00,25.6,214,0,88
634,아산,2025-07-05 0:00,25.4,216.8,0,87
634,아산,2025-07-05 1:00,25,214.1,0,90
634,아산,2025-07-05 2:00,25,215.8,0,90
634,아산,2025-07-05 3:00,24.6,220.5,0,91
634,아산,2025-07-05 4:00,24.2,215.2,0,93
634,아산,2025-07-05 5:00,24.1,206.6,0,93
634,아산,2025-07-05 6:00,24.5,195.3,0,91
634,아산,2025-07-05 7:00,25.8,197.8,0,86
634,아산,2025-07-05 8:00,26.7,196.7,0,82
634,아산,2025-07-05 9:00,29.6,212.6,0,74
634,아산,2025-07-05 10:00,30.7,232.7,0,65
634,아산,2025-07-05 11:00,32,232.5,0,58
634,아산,2025-07-05 12:00,32.7,240.9,0,59
634,아산,2025-07-05 13:00,33.4,237.3,0,54
634,아산,2025-07-05 14:00,34.4,244.3,0,55
634,아산,2025-07-05 15:00,33.9,245.4,0,53
634,아산,2025-07-05 16:00,33.4,242.3,0,54
634,아산,2025-07-05 17:00,32,240.3,0,62
634,아산,2025-07-05 18:00,29.9,228.1,0,69
634,아산,2025-07-05 19:00,28.8,234.3,0,73
634,아산,2025-07-05 20:00,26.8,240,0,83
634,아산,2025-07-05 21:00,26.2,239.5,0,87
634,아산,2025-07-05 22:00,26.2,230.9,0,88
634,아산,2025-07-05 23:00,25.7,228.9,0,89
634,아산,2025-07-06 0:00,25.1,197.9,0,92
634,아산,2025-07-06 1:00,25.1,199.6,0,92
634,아산,2025-07-06 2:00,24.9,194.6,0,93
634,아산,2025-07-06 3:00,24.8,209.2,0,93
634,아산,2025-07-06 4:00,24.6,192.4,0,93
634,아산,2025-07-06 5:00,24.9,184.7,0,92
634,아산,2025-07-06 6:00,24.6,192,0,94
634,아산,2025-07-06 7:00,25.9,184.6,0,91
634,아산,2025-07-06 8:00,28.3,210.2,0,81
634,아산,2025-07-06 9:00,29.2,213.6,0,77
634,아산,2025-07-06 10:00,30.5,218.1,0,69
634,아산,2025-07-06 11:00,31.9,217.9,0,64
634,아산,2025-07-06 12:00,32.9,218.5,0,60
634,아산,2025-07-06 13:00,34.1,224.7,0,60
634,아산,2025-07-06 14:00,35.2,223.2,0,57
634,아산,2025-07-06 15:00,34,222,0,58
634,아산,2025-07-06 16:00,33,225.9,0,64
634,아산,2025-07-06 17:00,33.4,232.7,0,62
634,아산,2025-07-06 18:00,30.6,235.7,0,71
634,아산,2025-07-06 19:00,29,236,0,77
634,아산,2025-07-06 20:00,27.7,217.9,0,84
634,아산,2025-07-06 21:00,26.8,210.3,0,88
634,아산,2025-07-06 22:00,26.5,206.9,0,89
634,아산,2025-07-06 23:00,26.1,202.6,0,90
634,아산,2025-07-07 0:00,25.8,191.2,0,91
634,아산,2025-07-07 1:00,25.8,194.5,0,90
634,아산,2025-07-07 2:00,25.6,197.7,0,92
634,아산,2025-07-07 3:00,25.3,214.6,0,92
634,아산,2025-07-07 4:00,25.7,214.2,0,91
634,아산,2025-07-07 5:00,25.8,232.2,0,90
634,아산,2025-07-07 6:00,25.8,181.6,0,90
634,아산,2025-07-07 7:00,26.4,0,0,88
634,아산,2025-07-07 8:00,26.9,189.7,0,84
634,아산,2025-07-07 9:00,28,220.6,0,79
634,아산,2025-07-07 10:00,28.6,180.7,0,77
634,아산,2025-07-07 11:00,31.1,231,0,72
634,아산,2025-07-07 12:00,31.5,317.3,0,68
634,아산,2025-07-07 13:00,33.3,21.3,0,63
634,아산,2025-07-07 14:00,33.2,287,0,59
634,아산,2025-07-07 15:00,34.3,306.1,0,57
634,아산,2025-07-07 16:00,31.7,47.4,0,67
634,아산,2025-07-07 17:00,29.5,56.2,0,73
634,아산,2025-07-07 18:00,28.8,55.4,0,76
634,아산,2025-07-07 19:00,28.3,42.4,0,78
634,아산,2025-07-07 20:00,27.1,40.3,0,81
634,아산,2025-07-07 21:00,26.9,306.1,0,82
634,아산,2025-07-07 22:00,26.2,234.5,0,85
634,아산,2025-07-07 23:00,25.7,0,0,90
634,아산,2025-07-08 0:00,26.1,319.9,0,88
634,아산,2025-07-08 1:00,25.2,0,0,93
634,아산,2025-07-08 2:00,25,0,0,94
634,아산,2025-07-08 3:00,25.6,338.2,0,92
634,아산,2025-07-08 4:00,25.4,41,0,92
634,아산,2025-07-08 5:00,25.3,29.9,0,91
634,아산,2025-07-08 6:00,25.4,73.9,0,91
634,아산,2025-07-08 7:00,26.5,344.3,0,87
634,아산,2025-07-08 8:00,28.5,53,0,81
634,아산,2025-07-08 9:00,30.3,47.5,0,76
634,아산,2025-07-08 10:00,31.7,48.5,0,68
634,아산,2025-07-08 11:00,33.4,71,0,59
634,아산,2025-07-08 12:00,35.4,118.4,0,55
634,아산,2025-07-08 13:00,35.1,253.6,0,59
634,아산,2025-07-08 14:00,35.3,283.9,0,58
634,아산,2025-07-08 15:00,36.6,46.6,0,51
634,아산,2025-07-08 16:00,37.1,277.7,0,51
634,아산,2025-07-08 17:00,36.4,222.5,0,53
634,아산,2025-07-08 18:00,34.2,31.5,0,62
634,아산,2025-07-08 19:00,33.1,12.5,0,67
634,아산,2025-07-08 20:00,27.5,79.1,3,87
634,아산,2025-07-08 21:00,26.4,42.3,3,91
634,아산,2025-07-08 22:00,25.6,174.7,0,95
634,아산,2025-07-08 23:00,27,116.7,0,89
634,아산,2025-07-09 0:00,26.9,36.5,0,90
634,아산,2025-07-09 1:00,27,44.6,0,89
634,아산,2025-07-09 2:00,26.8,78.8,0,88
634,아산,2025-07-09 3:00,26.6,0,0,88
634,아산,2025-07-09 4:00,27.8,113.2,0,78
634,아산,2025-07-09 5:00,27.6,130.9,0,74
634,아산,2025-07-09 6:00,27.8,125.3,0,65
634,아산,2025-07-09 7:00,28.5,122.4,0,63
634,아산,2025-07-09 8:00,29.5,121.6,0,62
634,아산,2025-07-09 9:00,30.3,140,0,60
634,아산,2025-07-09 10:00,31.9,144.3,0,53
634,아산,2025-07-09 11:00,32.9,147.2,0,50
634,아산,2025-07-09 12:00,34.3,150.5,0,45
634,아산,2025-07-09 13:00,34.9,151.1,0,42
634,아산,2025-07-09 14:00,36,150.1,0,44
634,아산,2025-07-09 15:00,36.3,123.7,0,38
634,아산,2025-07-09 16:00,37.2,93.8,0,31
634,아산,2025-07-09 17:00,36.4,108.3,0,32
634,아산,2025-07-09 18:00,36.1,105.6,0,34
634,아산,2025-07-09 19:00,35,105.5,0,39
634,아산,2025-07-09 20:00,32,156.3,0,46
634,아산,2025-07-09 21:00,31.2,174.5,0,51
634,아산,2025-07-09 22:00,30,153.6,0,55
634,아산,2025-07-09 23:00,29.2,144.7,0,58
634,아산,2025-07-10 0:00,29.2,155.3,0,45
634,아산,2025-07-10 1:00,29.2,127.2,0,42
634,아산,2025-07-10 2:00,28.3,115.9,0,43
634,아산,2025-07-10 3:00,27.9,104.7,0,44
634,아산,2025-07-10 4:00,27,112.6,0,47
634,아산,2025-07-10 5:00,26.4,71.9,0,48
634,아산,2025-07-10 6:00,26.5,109.5,0,46
634,아산,2025-07-10 7:00,27.7,113.5,0,43
634,아산,2025-07-10 8:00,29.3,123.5,0,39
634,아산,2025-07-10 9:00,30.2,129.4,0,42
634,아산,2025-07-10 10:00,30.8,146.2,0,41
634,아산,2025-07-10 11:00,32.2,163.7,0,37
634,아산,2025-07-10 12:00,33.6,163.1,0,32
634,아산,2025-07-10 13:00,34.4,150.3,0,32
634,아산,2025-07-10 14:00,35.6,140.1,0,29
634,아산,2025-07-10 15:00,35.6,80.8,0,31
634,아산,2025-07-10 16:00,35.6,67.8,0,34
634,아산,2025-07-10 17:00,36,94.8,0,33
634,아산,2025-07-10 18:00,35.6,98.4,0,34
634,아산,2025-07-10 19:00,34.5,96,0,36
634,아산,2025-07-10 20:00,32.9,85.3,0,39
634,아산,2025-07-10 21:00,31,111.8,0,46
634,아산,2025-07-10 22:00,30.8,128,0,47
634,아산,2025-07-10 23:00,29.8,126.2,0,48
634,아산,2025-07-11 0:00,29,119.5,0,42
