연번,지역,기관명,전화번호
1157,서천군,서해간호조무사학원,041-953-0229
1158,서천군,성일복지원,041-956-9292
1159,서천군,시선교회,041-952-6531
1160,서천군,시선도서관,041-952-5113
1161,서천군,시선비전스쿨,070-8843-0236
1162,서천군,아리랜드,041-952-6321
1163,서천군,아리랜드도서관,041-952-6323
1164,서천군,여우네도서관,041-956-2020
1165,서천군,연주하러가는길실용음악학원,041-953-7895
1166,서천군,월남마을도서관,041-951-0010
1167,서천군,월포교회사랑도서관,041-952-8835
1168,서천군,월포교회소망학교,041-952-8835
1169,서천군,장항공공도서관,041-956-5016
1170,서천군,장항여성복지회관,041-950-8100
1171,서천군,장항읍주민자치센터,041-956-3008
1172,서천군,전통예술단혼,041-953-6877
1173,서천군,종천면 주민자치센터,041-950-6520
1174,서천군,책읽는마을작은도서관,041-951-9449
1175,서천군,충남귀농귀촌학교,041-951-2117
1176,서천군,통,000-000-0000
1177,서천군,판교 도토리 작은도서관,041-953-5012
1178,서천군,판교면주민자치센터,041-950-6500
1179,서천군,한산면주민자치센터,041-950-6420
1180,청양군,(사)대한노인회청양지회,041-943-6328
1181,청양군,(사)흙과샘,041-943-6191
1182,청양군,SE사이버평생교육원,070-7450-2452
1183,청양군,남양면주민자치센터,041-940-4311
1184,청양군,대치면작은도서관,041-940-4164
1185,청양군,대치면주민자치센터,041-940-4164
1186,청양군,대한노인회청양군지회,041-943-6328
1187,청양군,목면주민자치센터,041-940-2635
1188,청양군,목면작은도서관,041-940-4222
1189,청양군,목면주민자치센터,041-940-4222
1190,청양군,백제문화체험박물관,041-940-4871
1191,청양군,비봉면주민자치센터,041-940-4372
1192,청양군,비봉면작은도서관,041-940-4372
1193,청양군,사단법인 흙과샘,041-942-8179
1194,청양군,생활체육회,041-943-5999
1195,청양군,서부장애인종합복지관청양분관,041-944-1397
1196,청양군,솔로몬작은도서관,041-943-2053
1197,청양군,운곡면작은도서관,041-940-4131
1198,청양군,운곡면주민자치센터,041-940-4131
1199,청양군,장평면주민자치센터,041-940-4281
1200,청양군,장평면작은도서관,041-940-4284
1201,청양군,정산공공도서관,041-940-2555
1202,청양군,정산도서관,041-940-2555
1203,청양군,정산면주민자치센터,041-940-4192
1204,청양군,청남면주민자치센터,041-940-4251
1205,청양군,청양고등학교,041-4009-2110
1206,청양군,청양군바둑협회,000-000-0000
1207,청양군,청양군평생학습센터,041-940-2859
1208,청양군,청양군노인종합복지관,041-943-8805
1209,청양군,청양군농업기술센터,041-943-5959
1210,청양군,청양군다문화가족지원센터,041-944-2333
1211,청양군,청양군생활체육협의회,000-000-0000
1212,청양군,청양군자원봉사센터,041-940-2255
1213,청양군,청양군청소년상담복지센터,041-944-1024
1214,청양군,청양문화예술회관,041-940-2730
1215,청양군,청양문화원,041-943-4774
1216,청양군,청양숭의청소년수련원,041-942-9795
1217,청양군,청양읍주민자치센터,041-940-4102
1218,청양군,청양초등학교,041-942-5879
1219,청양군,충남도립대학 평생교육원,041-940-6670
1220,청양군,평생학습기관,041-943-0670
1221,청양군,행동과학훈련원지식인력개발사업,02-424-3567
1222,청양군,화성면주민자치센터,041-940-4341
1223,홍성군,(재)충청남도평생교육진흥원,000-000-0000
1224,홍성군,12121,041-1212-1212
1225,홍성군,갈산면주민자치센터,041-630-9610
1226,홍성군,결성농요농사박물관,041-642-3256
1227,홍성군,결성면주민자치센터,041-630-9608
1228,홍성군,경남아너스빌작은도서관,041-634-3036
1229,홍성군,고암이응노생가기념관,041-630-9232
1230,홍성군,광천공공도서관,041-630-9573
1231,홍성군,광천공공도서관(홍성군 공공시설관리사업소),041-630-9573
1232,홍성군,광천읍주민자치센터,041-630-9602
1233,홍성군,광천청소년문화의집,041-641-6426
1234,홍성군,구항면주민자치센터,041-630-9611
1235,홍성군,글마루작은도서관,041-631-5905
1236,홍성군,금마면주민자치센터,041-630-9604
1237,홍성군,나무실용음악학원,041-631-2799
1238,홍성군,내포성인학교,041-631-6350
1239,홍성군,대한노인회홍성군지회,041-634-0103
1240,홍성군,덴간호학웍,041-634-2809
1241,홍성군,디얼라인필라테스,041-635-0411
1242,홍성군,모아작은도서관,041-631-8936
1243,홍성군,서부면주민자치센터,041-630-9609
1244,홍성군,신동아작은도서관,041-632-3993
1245,홍성군,우리함께작은도서관,070-4150-9722
1246,홍성군,은하면주민자치센터,041-630-9607
1247,홍성군,장곡면주민자치센터,041-630-9606
1248,홍성군,청운대학교 부설 평생교육원(홍성),041-630-3144
1249,홍성군,충남도립대학교 평생교육원(분원),041-635-5890
1250,홍성군,충남바리스타학원,041-635-0719
1251,홍성군,한국식기박물관,041-642-3832
1252,홍성군,혜전대학교 부설 평생교육원,041-630-5331
1253,홍성군,홍동면주민자치센터,041-630-9363
1254,홍성군,홍동밝맑도서관,041-634-2333
1255,홍성군,홍북면주민자치센터,041-630-9319
1256,홍성군,홍북읍주민자치센터,041-630-9603
1257,홍성군,홍성YMCA,041-632-3371
1258,홍성군,홍성간호학원,041-634-0673
1259,홍성군,홍성군정보화교육장,041-630-1560
1260,홍성군,홍성군청소년지원센터꿈드림,041-642-1388
1261,홍성군,홍성군건강가정·다문화가족지원센터,041-634-7432
1262,홍성군,홍성군노인종합복지관,041-631-0960
1263,홍성군,홍성군농업기술센터,041-630-9553
1264,홍성군,홍성군여성회관,041-634-7155
1265,홍성군,홍성군자원봉사센터,041-633-1365
1266,홍성군,홍성군장애인종합복지관,041-634-0267
1267,홍성군,홍성군청소년상담복지센터,041-634-4858
1268,홍성군,홍성군청소년수련관,041-631-5900
1269,홍성군,홍성군평생학습센터,041-632-1747
1270,홍성군,홍성문화원,041-632-3613
1271,홍성군,홍성뷰티아카데미미용학원,041-631-8890
1272,홍성군,홍성사회복지관,041-632-2008
1273,홍성군,홍성새일센터,041-630-9541
1274,홍성군,홍성요리학원,041-634-5546
1275,홍성군,홍성읍주민자치센터,041-632-3002
1276,홍성군,홍성이주민센터,070-4150-9722
1277,홍성군,홍성제과제빵학원,041-631-5557
1278,홍성군,홍성지역사회복지협의체,041-633-1791
1279,홍성군,홍성컴퓨터학원,041-632-2202
1280,홍성군,홍성환경농업교육관,041-631-3537
1281,홍성군,홍주문화회관,041-630-9063
1282,홍성군,홍주성역사관,041-630-9240
1283,홍성군,홍주예술미용전문학원,041-633-5665
1284,홍성군,홍주제과기술학원,041-633-0330
1285,예산군,(사)대한노인회예산지부,041-335-6587
1286,예산군,SH애견미용학원,041-668-2083
1287,예산군,고덕면주민자치센터,041-339-8990
1288,예산군,고덕작은도서관,041-338-4664
1289,예산군,고은정뷰티아카데미미용학원,041-333-0744
1290,예산군,공공시설사업소(삽교도서관),041-339-8223
1291,예산군,공주대학교 평생교육원,041-850-6002
1292,예산군,광시면주민자치센터,041-339-8985
1293,예산군,광시황새마을작은도서관,041-332-1335
1294,예산군,김한종의사기념관(전통문화체험학습장),041-333-3072
1295,예산군,늘푸른 예산21추진협의회,041-333-3021
1296,예산군,다문화가족지원센터,041-334-1368
1297,예산군,대술면주민자치센터,041-339-8525
1298,예산군,대한노인회,041-335-6587
1299,예산군,대흥면주민자치센터,041-339-8986
1300,예산군,덕산면주민자치센터,041-339-8988
1301,예산군,덕산작은도서관,041-337-5893
1302,예산군,민족음악원,000-000-0000
1303,예산군,봉산면주민자치센터,041-339-8989
1304,예산군,불꽃작은도서관,041-334-5214
1305,예산군,삽교공공도서관,041-339-8225
1306,예산군,삽교읍복지회관,041-339-8484
1307,예산군,삽교읍주민자치센터,041-339-8982
1308,예산군,상장작은도서관,041-337-8875
1309,예산군,수덕사근역성보관,041-330-7777
1310,예산군,수덕사선미술관,041-330-7735
1311,예산군,신양면주민자치센터,041-339-8562
1312,예산군,여성농업인센터,041-338-7057
1313,예산군,예산가정상담소,041-334-1366
1314,예산군,예산간호학원,041-335-5112
1315,예산군,예산교육지원청,041-330-3732
1316,예산군,예산교육청,041-330-3642
1317,예산군,예산군문예회관,041-339-8212
1318,예산군,예산군여성회관,041-339-8943
1319,예산군,예산군노인종합복지관,041-330-2921
1320,예산군,예산군농업기술센터,041-339-8994
1321,예산군,예산군다문화가족지원센터,041-334-1368
1322,예산군,예산군립도서관,041-339-8221
1323,예산군,예산군보건소,041-339-8002
1324,예산군,예산군여성회관,041-339-8943
1325,예산군,예산군자원봉사센터,041-334-1365
1326,예산군,예산군장애인종합복지관,041-330-9000
1327,예산군,예산군청,041-339-7114
1328,예산군,예산군청소년미래센터,041-338-4664
1329,예산군,예산군청소년상담복지센터,041-335-5700
1330,예산군,예산군청소년수련관,041-331-8338
1331,예산군,예산문화원,041-333-2441
1332,예산군,예산미용학원,041-333-9779
1333,예산군,예산여성농업인지원센터,041-338-7057
1334,예산군,예산요리학원,041-331-5255
1335,예산군,예산읍복지회관,041-339-8472
1336,예산군,예산읍주민자치센터,041-339-8406
1337,예산군,예산지역자활센터,041-332-5402
1338,예산군,예산컴퓨터학원,041-331-3254
1339,예산군,오가면주민자치센터,041-339-8992
1340,예산군,윤봉길의사기념관,041-339-8233
1341,예산군,은혜도서관,041-967-5004
1342,예산군,응봉면주민자치센터,041-339-8987
1343,예산군,자활센터 충남지부,000-000-0000
1344,예산군,정혜과학아카데미,041-333-7337
1345,예산군,청소년지원센터,041-335-1388
1346,예산군,초록꿈작은도서관,041-337-9192
1347,예산군,충남예산지역자활센터,041-332-5402
1348,예산군,충청남도농업기술원,041-635-6000
1349,예산군,충청남도문화예술회관,041-635-3815
1350,예산군,충청남도자원봉사센터,041-635-1365
1351,예산군,한국고건축박물관,041-337-5877
1352,예산군,한국문인인장박물관,041-332-0592
1353,예산군,한국지역자활센터협회 충남지부,041-333-0141
1354,예산군,한국토종씨앗박물관,000-000-0000
1355,태안군,(사)대한노인회태안군지회,041-673-2958
1356,태안군,고남면주민자체센터,041-673-7006
1357,태안군,고남패총박물관,041-670-2337
1358,태안군,근흥면주민자치센터,041-673-0006
1359,태안군,남면주민자치센터,041-672-2005
1360,태안군,남면주민자치센터,041-672-2005
1361,태안군,백화노인복지관,041-675-9422
1362,태안군,(사)한국발전교육원,041-671-4350
1363,태안군,사랑의도서관,041-672-6887
1364,태안군,샘골작은도서관,041-675-3926
1365,태안군,소원면주민자치쎈터,041-672-6027
1366,태안군,안면공공도서관,041-675-2575
1367,태안군,안면도쥬라기박물관,041-674-5660
1368,태안군,안면읍주민자치센터,041-673-3081
1369,태안군,온누리작은도서관,000-000-0000
1370,태안군,원북면주민자치센터,041-672-5002
1371,태안군,이원면주민자치센터,041-672-8004
1372,태안군,진흥작은도서관,000-000-0000
1373,태안군,태안교육청,041-670-8282
1374,태안군,태안군건강가정·다문화가족지원센터,041-670-2396
1375,태안군,태안군노인복지관,041-674-0215
1376,태안군,태안군농업기술센터,041-670-2114
1377,태안군,태안군다문화가족지원센터,041-670-2396
1378,태안군,태안군립안면도서관,041-670-2575
1379,태안군,태안군립중앙도서관,041-670-5984
1380,태안군,태안군문화예술회관,041-670-2258
1381,태안군,태안군보건의료원,041-671-5300
1382,태안군,태안군여성회관,041-670-2397
1383,태안군,태안군자원봉사센터,041-675-1365
1384,태안군,태안군장애인복지관,041-674-7412
1385,태안군,태안군장애인종합복지관,041-674-7412
1386,태안군,태안군청,041-670-2114
1387,태안군,태안군청소년상담복지센터,041-674-2800
1388,태안군,태안군청소년수련관,041-670-2490
1389,태안군,태안군청소년지원센터,041-674-2800
1390,태안군,태안군청소년지원센터꿈드림,041-674-2800
1391,태안군,태안군청청소년수련관,041-670-2490
1392,태안군,태안문화원,041-674-2192
1393,태안군,태안요리바리스타학원,041-675-6799
1394,태안군,태안읍사무소,041-674-5353
1395,태안군,태안주공작은도서관,041-674-0104
1396,태안군,태안지역자활센터,041-674-1378
1397,태안군,태안향교,041-674-2543
1398,태안군,패총박물관,041-670-2337
1399,태안군,푸른태안21추진협의회,000-000-0000
1400,태안군,한국발전교육원사이버교육센터,041-671-4500
1401,태안군,한정은요리학원,041-673-3232
1402,당진시,(사)당진청소년문화아카데미,041-357-7080
1403,당진시,(사)청소년사랑의다리,041-751-4491
1404,당진시,(사)충남장애인부모회당진지회,041-354-3323
1405,당진시,SBS방송아카데미뷰티미용학원,041-355-4266
1406,당진시,고대면주민자치센터,041-360-8151
1407,당진시,고대웃음꽃작은도서관,041-350-4952
1408,당진시,기지시줄다리기박물관,041-350-4929
1409,당진시,꿈의도서관,041-357-5090
1410,당진시,꿈자람터 작은도서관,041-358-1372
1411,당진시,내포학작은도서관,041-356-9739
1412,당진시,농업기술센터(농업기술대학),041-1111-1111
1413,당진시,다니엘작은도서관,041-355-0804
1414,당진시,당진 YMCA,041-353-4343
1415,당진시,당진 여성 새로일하기 센터,041-1111-1111
1416,당진시,당진1동주민자치센터,041-360-8635
1417,당진시,당진2동 주민자치센터,041-360-8663
1418,당진시,당진2동주민자치센터,041-360-8651
1419,당진시,당진3동주민자치센터,041-360-8682
1420,당진시,당진YMCA,041-353-4343
1421,당진시,당진가족상담센터,041-354-2366
1422,당진시,당진간호학원,041-356-1320
1423,당진시,당진근로자종합복지관,041-000-0000
1424,당진시,당진문예의전당,041-350-2901
1425,당진시,당진문화예술학교,041-350-2916
1426,당진시,당진문화원,041-354-2367
1427,당진시,당진바리스타커피학원,041-357-3566
1428,당진시,당진벧엘컴퓨터학원,041-355-7710
1429,당진시,당진보건소,041-360-6071
1430,당진시,당진북부사회복지관,041-354-4401
1431,당진시,당진새일센터,041-360-3230
1432,당진시,당진시남부노인복지관,041-363-5330
1433,당진시,당진시다문화가족지원센터,041-360-3160
1434,당진시,당진시건강가정지원센터,041-360-3200
1435,당진시,당진시남부노인복지관,041-363-5330
1436,당진시,당진시남부사회복지관,041-362-9625
1437,당진시,당진시노인복지관,041-360-3010
1438,당진시,당진시농업기술센터,041-355-5959
1439,당진시,당진시다문화가족지원센터,041-360-3160
1440,당진시,당진시립송악도서관,041-000-0000
1441,당진시,당진시립중앙도서관,041-360-6925
1442,당진시,당진시립합덕도서관,041-000-0000
1443,당진시,당진시보건소,041-000-0000
1444,당진시,당진시자원봉사센터,041-360-3180
1445,당진시,당진시장애인종합복지관,041-360-3040
1446,당진시,당진시청 정보화교육장,041-000-0000
1447,당진시,당진시청소년상담복지센터,041-360-6961
1448,당진시,당진시청소년지원센터꿈드림,041-357-2000
1449,당진시,당진시평생학습관,041-352-3705
1450,당진시,당진애견미용학원,041-356-2816
1451,당진시,당진어울림여성회,041-352-0510
1452,당진시,당진엠코타운작은도서관,041-353-8905
1453,당진시,당진여성의전당,041-360-6950
1454,당진시,당진자동차정비중장비운전학원,041-355-0234
1455,당진시,당진중앙도서관,041-360-6916
1456,당진시,당진청소년문화의집,041-360-6961
1457,당진시,당진청소년지원센터,041-000-0000
1458,당진시,당진환경운동연합,041-356-1114
1459,당진시,대한노인회당진시지부,041-354-0569
1460,당진시,대호지면주민자치센터,041-360-8251
1461,당진시,대호지책나래작은도서관,041-350-4964
1462,당진시,롯데마트문화센터당진점,041-350-7090
1463,당진시,롯데캐슬아파트작은도서관,041-358-0068
1464,당진시,리가작은도서관,041-357-2270
1465,당진시,면천면주민자치센터,041-360-8351
1466,당진시,미래평생교육센터,041-354-2366
1467,당진시,사랑마루작은도서관,041-353-7713
1468,당진시,상록수작은도서관,041-357-5393
1469,당진시,서정작은도서관,041-363-5652
1470,당진시,석문면주민자치센터,041-360-8220
1471,당진시,석문생각나무작은도서관,041-350-4954
1472,당진시,세한대학교부설평생교육원당진분원,041-359-6057
1473,당진시,송산개미작은도서관,041-350-4960
1474,당진시,송산면주민자치센터,041-360-8561
1475,당진시,송산종합사회복지관,041-353-7300
1476,당진시,송악도서관,041-350-4945
1477,당진시,송악샘터작은도서관,041-350-4962
1478,당진시,송악읍주민자치센터,041-360-8073
1479,당진시,송악해나루작은도서관,041-350-4966
1480,당진시,순성면주민자치센터,041-360-8401
1481,당진시,순성반딧불이작은도서관,041-350-4956
1482,당진시,신성대학교부설평생교육원,041-350-1150
1483,당진시,신평거산작은도서관,041-350-4958
1484,당진시,신평면주민자치센터,041-360-8501
1485,당진시,신평청소년작은도서관,041-350-4948
1486,당진시,심훈기념관,041-360-6883
1487,당진시,아름다운작은도서관,041-352-5060
1488,당진시,아미미술관,041-353-1555
1489,당진시,엔쿡당진요리학원,041-355-3696
1490,당진시,여성새로일하기센터,041-355-5956
1491,당진시,여성의전당,041-000-0000
1492,당진시,우강마을문고,041-362-3063
1493,당진시,우강면주민자치센터,041-360-8451
1494,당진시,우리동네작은도서관,041-363-0690
1495,당진시,원당간호학원,041-352-3667
1496,당진시,원당꿈초롱작은도서관,041-350-4950
1497,당진시,원바리스타커피학원,041-358-4395
1498,당진시,정미면주민자치센터,041-360-8301
1499,당진시,채운공원휴먼빌 작은도서관,041-357-6675
1500,당진시,청인직업훈련학원,041-355-5279
1501,당진시,충남산학융합원,041-354-8558
1502,당진시,크리스챤쇼보뷰티아카데미미용학원,041-358-4738
1503,당진시,푸른도서관,041-354-8866
1504,당진시,핑크드림다문화도서관,041-360-3160
1505,당진시,한국도량형박물관,041-356-9739
1506,당진시,합덕 청소년 지원센터,041-000-0000
1507,당진시,합덕도서관,041-362-4192
1508,당진시,합덕수리민속박물관,041-350-4931
1509,당진시,합덕읍주민자치센터,041-360-8002
1510,당진시,합덕청소년문화의집,041-363-0387
1511,당진시,해나루시민학교,041-354-0112
1512,당진시,해나루요리학원,041-358-5251
1513,당진시,해피업사회교육원,041-355-0757
1514,당진시,현대요리제과제빵전문학원,041-353-5279
1515,당진시,현대제철문화센터,041-358-4100
1516,당진시,황소중장비운전학원,041-355-8692
1517,공주시,공주도서관,041-855-7121
1518,공주시,공주유구도서관,041-841-1196
1519,금산군,금산도서관,041-753-4710
1520,당진시,당진도서관,041-352-5918
1521,보령시,보령도서관,041-934-0929
1522,보령시,보령웅천도서관,041-934-1789
1523,부여군,부여도서관,041-835-2509
1524,서산시,서산해미도서관,041-688-0351
1525,서천군,서천도서관,041-953-1518
1526,아산시,아산도서관,041-541-1022
1527,천안시,연기도서관,000-000-0000
1528,예산군,예산도서관,041-335-2683
1529,천안시,천안성환도서관,041-581-9962
1530,청양군,청양도서관,041-943-4147
1531,천안시,충남학생교육문화원,041-904-8445
1532,논산시,충청남도교육청남부평생교육원,041-730-7713
1533,서산시,충청남도교육청서부평생교육원,041-668-0051
1534,천안시,충청남도교육청평생교육원,041-629-2013
1535,태안군,태안도서관,041-674-1369
1536,홍성군,홍성도서관,041-632-2860
1537,기타,건양대학교 평생교육원,041-730-5257
1538,기타,공주대학교 평생교육원(천안분원),041-521-9455
1539,기타,나사렛대학교,041-570-7700
1540,기타,선문대학교,041-530-2114
1541,기타,선문대학교 평생교육원,041-530-8345
1542,기타,순천향대학교 평생교육원,041-530-1114
1543,기타,청운대학교 평생교육원,041-630-3144
1544,기타,한서대학교 평생교육원,041-660-1404
1545,천안시,지앤지컴퓨터학원,041-555-9047
1546,공주시,충남공주시민대학,041-840-8392
1547,홍성군,충남내포시민대학,041-635-6671
1548,논산시,충남논산시민대학,041-746-5994
1549,당진시,충남당진시민대학,041-350-3746
1550,천안시,충남보령시민대학,041-930-3315
1551,부여군,충남부여시민대학,041-830-6851
1552,태안군,충남태안시민대학,041-670-2726
1553,태안군,태안요리바리스타학원,041-675-6799
1554,태안군,태안읍사무소,041-674-5353
1555,태안군,태안주공작은도서관,041-674-0104
1556,태안군,태안지역자활센터,041-674-1378
1557,태안군,태안향교,041-674-2543
1558,태안군,패총박물관,041-670-2337
1559,태안군,푸른태안21추진협의회,000-000-0000
1560,태안군,한국발전교육원사이버교육센터,041-671-4500
1561,태안군,한정은요리학원,041-673-3232
1562,당진시,(사)당진청소년문화아카데미,041-357-7080
1563,당진시,(사)청소년사랑의다리,041-751-4491
1564,당진시,(사)충남장애인부모회당진지회,041-354-3323
1565,당진시,SBS방송아카데미뷰티미용학원,041-355-4266
1566,당진시,고대면주민자치센터,041-360-8151
1567,당진시,고대웃음꽃 작은도서관,041-350-4952
1568,당진시,고대웃음꽃작은도서관,041-000-0000
1569,당진시,기지시줄다리기박물관,041-350-4929
1570,당진시,꿈의도서관,041-357-5090
1571,당진시,꿈자람터 작은도서관,041-358-1372
1572,당진시,내포학작은도서관,041-356-9739
1573,당진시,농업기술센터(농업기술대학),041-1111-1111
1574,당진시,다니엘작은도서관,041-355-0804
1575,당진시,당진 YMCA,041-353-4343
1576,당진시,당진 여성 새로일하기 센터,041-1111-1111
1577,당진시,당진1동주민자치센터,041-360-8635
1578,당진시,당진2동 주민자치센터,041-360-8663
1579,당진시,당진2동주민자치센터,041-360-8651
1580,당진시,당진3동주민자치센터,041-360-8682
1581,당진시,당진YMCA,041-353-4343
1582,당진시,당진가족상담센터,041-354-2366
1583,당진시,당진간호학원,041-356-1320
1584,당진시,당진근로자종합복지관,041-000-0000
1585,당진시,당진문예의전당,041-350-2901
1586,당진시,당진문화예술학교,041-350-2916
1587,당진시,당진문화원,041-354-2367
1588,당진시,당진문화의집,041-354-2367
1589,당진시,당진바리스타커피학원,041-357-3566
1590,당진시,당진벧엘컴퓨터학원,041-355-7710
1591,당진시,당진보건소,041-360-6071
1592,당진시,당진북부사회복지관,041-354-4401
1593,당진시,당진새일센터,041-360-3230
1594,당진시,당진시 남부노인복지관,041-363-5330
1595,당진시,당진시 다문화가족지원센터,041-360-3160
1596,당진시,당진시건강가정지원센터,041-360-3200
1597,당진시,당진시남부노인복지관,041-363-5330
1598,당진시,당진시남부사회복지관,041-362-9625
1599,당진시,당진시노인복지관,041-360-3010
1600,당진시,당진시농업기술센터,041-355-5959
1601,당진시,당진시다문화가족지원센터,041-360-3160
1602,당진시,당진시립송악도서관,041-000-0000
1603,당진시,당진시립중앙도서관,041-360-6925
1604,당진시,당진시립합덕도서관,041-000-0000
1605,당진시,당진시보건소,041-000-0000
1606,당진시,당진시자원봉사센터,041-360-3180
1607,당진시,당진시장애인종합복지관,041-360-3040
1608,당진시,당진시청 정보화교육장,041-000-0000
1609,당진시,당진시청소년상담복지센터,041-360-6961
1610,당진시,당진시청소년지원센터꿈드림,041-357-2000
1611,당진시,당진시평생학습관,041-352-3705
1612,당진시,당진애견미용학원,041-356-2816
1613,당진시,당진어울림여성회,041-352-0510
1614,당진시,당진엠코타운작은도서관,041-353-8905
1615,당진시,당진여성의전당,041-360-6950
1616,당진시,당진자동차정비중장비운전학원,041-355-0234
1617,당진시,당진중앙도서관,041-360-6916
1618,당진시,당진청소년문화의집,041-360-6961
1619,당진시,당진청소년지원센터,041-000-0000
1620,당진시,당진환경운동연합,041-356-1114
1621,당진시,대한노인회당진시지부,041-354-0569
1622,당진시,대호지면주민자치센터,041-360-8251
1623,당진시,대호지책나래작은도서관,041-350-4964
1624,당진시,롯데마트문화센터당진점,041-350-7090
1625,당진시,롯데캐슬아파트 작은도서관,041-358-0068
1626,당진시,리가작은도서관,041-357-2270
1627,당진시,면천면주민자치센터,041-360-8351
1628,당진시,미래평생교육센터,041-354-2366
1629,당진시,사랑마루작은도서관,041-353-7713
1630,당진시,상록수작은도서관,041-357-5393
1631,당진시,서정작은도서관,041-363-5652
1632,당진시,석문면주민자치센터,041-360-8220
1633,당진시,석문생각나무작은도서관,041-350-4954
1634,당진시,세한대학교부설평생교육원당진분원,041-359-6057
1635,당진시,송산개미작은도서관,041-350-4960
1636,당진시,송산면주민자치센터,041-360-8561
1637,당진시,송산종합사회복지관,041-353-7300
1638,당진시,송악도서관,041-350-4945
1639,당진시,송악샘터작은도서관,041-350-4962
1640,당진시,송악읍주민자치센터,041-360-8073
1641,당진시,송악해나루작은도서관,041-350-4966
1642,당진시,순성면주민자치센터,041-360-8401
1643,당진시,순성반딧불이작은도서관,041-350-4956
1644,당진시,신성대학교부설평생교육원,041-350-1150
1645,당진시,신평거산작은도서관,041-350-4958
1646,당진시,신평면주민자치센터,041-360-8501
1647,당진시,신평청소년작은도서관,041-350-4948
1648,당진시,심훈기념관,041-360-6883
1649,당진시,아름다운작은도서관,041-352-5060
1650,당진시,아미미술관,041-353-1555
1651,당진시,엔쿡당진요리학원,041-355-3696
1652,당진시,여성새로일하기센터,041-355-5956
1653,당진시,여성의전당,041-000-0000
1654,당진시,우강마을문고,041-362-3063
1655,당진시,우강면주민자치센터,041-360-8451
1656,당진시,우리동네작은도서관,041-363-0690
1657,당진시,원당간호학원,041-352-3667
1658,당진시,원당꿈초롱작은도서관,041-350-4950
1659,당진시,원바리스타커피학원,041-358-4395
1660,당진시,정미면 주민자치센터,041-000-0000
1661,당진시,정미면주민자치센터,041-360-8301
1662,당진시,채운공원휴먼빌 작은도서관,041-357-6675
1663,당진시,청인직업훈련학원,041-355-5279
1664,당진시,충남산학융합원,041-354-8558
1665,당진시,크리스챤쇼보뷰티아카데미미용학원,041-358-4738
1666,당진시,푸른도서관,041-354-8866
1667,당진시,핑크드림다문화도서관,041-360-3160
1668,당진시,한국도량형박물관,041-356-9739
1669,당진시,합덕 청소년 지원센터,041-000-0000
1670,당진시,합덕도서관,041-362-4192
1671,당진시,합덕수리민속박물관,041-350-4931
1672,당진시,합덕읍 주민자치센터,041-360-8010
1673,당진시,합덕읍주민자치센터,041-360-8002
1674,당진시,합덕청소년문화의집,041-363-0387
1675,당진시,해나루시민학교,041-354-0112
1676,당진시,해나루요리학원,041-358-5251
1677,당진시,해피업사회교육원,041-355-0757
1678,당진시,현대요리제과제빵전문학원,041-353-5279
1679,당진시,현대제철문화센터,041-358-4100
1680,당진시,황소중장비운전학원,041-355-8692
1681,공주시,공주도서관,041-855-7121
1682,공주시,공주유구도서관,041-841-1196
1683,금산군,금산도서관,041-753-4710
1684,당진시,당진도서관,041-352-5918
1685,보령시,보령도서관,041-934-0929
1686,보령시,보령웅천도서관,041-934-1789
1687,부여군,부여도서관,041-835-2509
1688,서산시,서산해미도서관,041-688-0351
1689,서천군,서천도서관,041-953-1518
1690,아산시,아산도서관,041-541-1022
1691,천안시,연기도서관,000-000-0000
1692,예산군,예산도서관,041-335-2683
1693,천안시,천안성환도서관,041-581-9962
1694,청양군,청양도서관,041-943-4147
1695,천안시,충남학생교육문화원,041-904-8445
1696,논산시,충청남도교육청남부평생교육원,041-730-7713
1697,서산시,충청남도교육청서부평생교육원,041-668-0051
1698,천안시,충청남도교육청평생교육원,041-629-2013
1699,태안군,태안도서관,041-674-1369
1700,홍성군,홍성도서관,041-632-2860
1701,기타,건양대학교 평생교육원,041-730-5257
1702,기타,공주대학교 평생교육원(천안분원),041-521-9455
1703,기타,나사렛대학교,041-570-7700
1704,기타,선문대학교,041-530-2114
1705,기타,선문대학교 평생교육원,041-530-8345
1706,기타,순천향대학교 평생교육원,041-530-1114
1707,기타,청운대학교 평생교육원,041-630-3144
1708,기타,한서대학교 평생교육원,041-660-1404
1709,천안시,지앤지컴퓨터학원,041-555-9047
1710,공주시,충남공주시민대학,041-840-8392
1711,홍성군,충남내포시민대학,041-635-6671
1712,논산시,충남논산시민대학,041-746-5994
1713,당진시,충남당진시민대학,041-350-3746
1714,천안시,충남보령시민대학,041-930-3315
1715,부여군,충남부여시민대학,041-830-6851
1716,태안군,충남태안시민대학,041-670-2726
